id,sparql,pattern_type,complexity
q146,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0002/huruf/0002/huruf/0002/huruf/0001> . },1_prop_subject_target,basic
q147,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/29> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q148,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/bab/0007> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0022/versi/19531218> . },2_prop_middle_target_v1,intermediate
q149,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0036/versi/19531218/ayat/0002> . },2_prop_branching_v1,intermediate
q150,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0019> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0019/versi/19500720/ayat/0002> . },2_prop_middle_target_v1,intermediate
q151,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/6/pasal/0006> . },1_prop_subject_target,basic
q152,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2/pasal/0007> lex2kg-o:versi ?target . },1_prop_object_target,basic
q153,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0027/versi/19531218/ayat/0003> . },2_prop_branching_v1,intermediate
q154,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/18/pasal/0004> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q155,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0001> . },1_prop_subject_target,basic
q156,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0012> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q157,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0002/huruf/0002/huruf/0002/huruf/0001> lex2kg-o:merujuk ?hidden1 . ?hidden1 lex2kg-o:versi ?hidden2 . ?hidden2 lex2kg-o:teks ?target . },3_prop_linear_end_v1,advanced
q158,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/25/pasal/0033/versi/19531218/ayat/0004> . },2_prop_branching_v1,intermediate
q159,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/pasal/0015> lex2kg-o:versi ?target . },1_prop_object_target,basic
q160,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/6/pasal/0003/versi/19500720> . },2_prop_branching_v1,intermediate
q161,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/5/pasal/0026/versi/19500720/ayat/0002> . },2_prop_branching_v1,intermediate
q162,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1957/53/pasal/0002/versi/19571026> . },1_prop_subject_target,basic
q163,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25> lex2kg-o:bab ?target . },1_prop_object_target,basic
