id,sparql,pattern_type,complexity
q136,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6/pasal/0008> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/6/pasal/0008/versi/19500720/ayat/0003> . },2_prop_middle_target_v1,intermediate
q137,SELECT ?target WHERE { ?target lex2kg-o:bab <https://example.org/lex2kg/uu/1953/35/bab/0010> . },1_prop_subject_target,basic
q138,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0011/versi/19531218> . },1_prop_subject_target,basic
q139,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0002/huruf/0002/huruf/0002/huruf/description> . },1_prop_subject_target,basic
q140,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/12/mengingat> lex2kg-o:segmen ?target . },1_prop_object_target,basic
q141,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6/pasal/0008> lex2kg-o:versi ?target . },1_prop_object_target,basic
q142,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/30/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q143,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/6> lex2kg-o:daftarPasal ?target . ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/6/pasal/0007> . },2_prop_middle_target_v1,intermediate
q144,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0001> . },1_prop_subject_target,basic
q145,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q146,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1953/25/pasal/0061> . },1_prop_subject_target,basic
q147,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/5/pasal/0011> lex2kg-o:versi ?hidden1 . ?hidden1 lex2kg-o:ayat ?hidden2 . ?hidden2 lex2kg-o:merujuk ?target . },3_prop_linear_end_v1,advanced
q148,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0030> lex2kg-o:versi ?target . },1_prop_object_target,basic
q149,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/27/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q150,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/6/pasal/0004/versi/19500720> . },1_prop_subject_target,basic
q151,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/12/pasal/0002> lex2kg-o:versi ?target . },1_prop_object_target,basic
q152,SELECT ?target WHERE { ?target lex2kg-o:versi ?hidden . ?hidden lex2kg-o:ayat <https://example.org/lex2kg/uu/1950/15/pasal/0004/versi/19500808/ayat/0003> . },2_prop_branching_v1,intermediate
q153,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/21> lex2kg-o:pasal ?target . },1_prop_object_target,basic
q154,SELECT ?target WHERE { ?hidden lex2kg-o:daftarPasal <https://example.org/lex2kg/uu/1950/15/daftarPasal> . ?hidden lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/15/pasal/0004> . ?hidden lex2kg-o:disahkanDi ?target . },3_prop_star_v1,advanced
q155,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/25/bab/0004> lex2kg-o:daftarPasal ?target . },1_prop_object_target,basic
q156,SELECT ?target WHERE { ?target lex2kg-o:segmen <https://example.org/lex2kg/uu/1953/35/pasal/0001/versi/19531218/ayat/0001/huruf/description> . },1_prop_subject_target,basic
q157,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/35/pasal/0004> lex2kg-o:versi ?target . },1_prop_object_target,basic
q158,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1957/22/pasal/0001> lex2kg-o:versi ?target . },1_prop_object_target,basic
q159,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/2> lex2kg-o:pasal ?target . ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1950/2/pasal/0005/versi/19500515> . },2_prop_middle_target_v1,intermediate
q160,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1950/4/pasal/0001/versi/19500720/0007/0007/0005> lex2kg-o:huruf ?target . },1_prop_object_target,basic
q161,SELECT ?target WHERE { ?target lex2kg-o:huruf <https://example.org/lex2kg/uu/1950/1/pasal/0070/versi/19500506/huruf/0004/huruf/0004/huruf/0004/huruf/0004/huruf/0003/huruf/0003/huruf/0003/huruf/0003/huruf/0001> . },1_prop_subject_target,basic
q162,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1954/21/pasal/0021> . },1_prop_subject_target,basic
q163,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/10/pasal/0002> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/10/pasal/0002/versi/19530509/ayat/0010> . },2_prop_middle_target_v1,intermediate
q164,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1953/10/pasal/0001> lex2kg-o:versi ?target . ?target lex2kg-o:ayat <https://example.org/lex2kg/uu/1953/10/pasal/0001/versi/19530509/ayat/0004> . },2_prop_middle_target_v1,intermediate
q165,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1954/21/pasal/0016/versi/19540528> . },1_prop_subject_target,basic
q166,SELECT ?target WHERE { ?target lex2kg-o:pasal <https://example.org/lex2kg/uu/1950/5/pasal/0015> . },1_prop_subject_target,basic
q167,SELECT ?target WHERE { ?target lex2kg-o:versi <https://example.org/lex2kg/uu/1953/25/pasal/0023/versi/19531218> . },1_prop_subject_target,basic
q168,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/15/pasal/0002/versi/19500808> . },2_prop_branching_v1,intermediate
q169,SELECT ?target WHERE { ?target lex2kg-o:pasal ?hidden . ?hidden lex2kg-o:versi <https://example.org/lex2kg/uu/1950/5/pasal/0023/versi/19500720> . },2_prop_branching_v1,intermediate
q170,SELECT ?target WHERE { <https://example.org/lex2kg/uu/1954/13> lex2kg-o:daftarPasal ?target . },1_prop_object_target,basic
