id,question,sparql,category,complexity,templateId
q143,Which entity bridges Information Retrieval and Faculty Mandatory Course?,SELECT ?target WHERE { ns1:information_retrieval ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q144,What is the has prerequisite course of Statistics and Probability?,SELECT ?target WHERE { ns1:statistics_and_probability ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q145,Which has prerequisite course is associated with Introduction to Artificial Intelligence and Data Science?,SELECT ?target WHERE { ns1:introduction_to_artificial_intelligence_and_data_science ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q146,Which entity bridges Logic Programming and Faculty Mandatory Course?,SELECT ?target WHERE { ns1:logic_programming ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q147,What is connected to Task through a two-step relationship involving has prerequisite course and has evaluation method?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ?hidden . ?hidden ns1:has_evaluation_method ns1:task . },university,intermediate,2_prop_branching_v1
q148,What is related to Demo through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:demo . },university,basic,1_prop_subject_target
q149,Find all subjects that has evaluation method Group DiscussionTask.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:group_discussiontask . },university,basic,1_prop_subject_target
q150,What entity serves as a connection point for Lab Assignment and Platform Based Programming?,SELECT ?target WHERE { ?hidden ns1:has_evaluation_method ns1:lab_assignment . ?hidden ns1:has_prerequisite_course ns1:platform_based_programming . ?hidden ns1:has_course_category ?target . },university,advanced,3_prop_star_v1
q151,Find all subjects that has prerequisite course Linear Algebra.,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:linear_algebra . },university,basic,1_prop_subject_target
q152,What is the has research group of Computer Science Special Topics?,SELECT ?target WHERE { ns1:computer_science_special_topics ns1:has_research_group ?target . },university,basic,1_prop_object_target
q153,What is the has evaluation method of Software Product Line Engineering?,SELECT ?target WHERE { ns1:software_product_line_engineering ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q154,What is the middle point linking Internet of Things to Group Project?,SELECT ?target WHERE { ns1:internet_of_things ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q155,Which entity bridges Ethical Hacking and Test?,SELECT ?target WHERE { ns1:ethical_hacking ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q156,Which entity bridges Cryptography and Information Security and Test?,SELECT ?target WHERE { ns1:cryptography_and_information_security ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:test . },university,intermediate,2_prop_middle_target_v1
q157,Which items have has prerequisite course of Calculus 2?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:calculus_2 . },university,basic,1_prop_subject_target
q158,What has evaluation method does Advanced Programming have?,SELECT ?target WHERE { ns1:advanced_programming ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q159,Find the intermediate entity between Deep Learning and Group Project via has prerequisite course and has evaluation method.,SELECT ?target WHERE { ns1:deep_learning ns1:has_prerequisite_course ?target . ?target ns1:has_evaluation_method ns1:group_project . },university,intermediate,2_prop_middle_target_v1
q160,"What is the central hub connected to both Operating system and Project Assignment through has prerequisite course, has evaluation method, and has course code?",SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:operating_system . ?hidden ns1:has_evaluation_method ns1:project_assignment . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q161,Find the common entity that links to Intelligent Systems & Robotics and Project through multiple relationships.,SELECT ?target WHERE { ?hidden ns1:has_research_group ns1:intelligent_systems_and_robotics . ?hidden ns1:has_evaluation_method ns1:project . ?hidden ns1:also_known_as ?target . },university,advanced,3_prop_star_v1
q162,Which items have has evaluation method of Capture The Flag?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:capture_the_flag . },university,basic,1_prop_subject_target
q163,Find all subjects that has evaluation method Supervisor Evaluation.,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:supervisor_evaluation . },university,basic,1_prop_subject_target
q164,What is related to Projects & Presentations through has evaluation method?,SELECT ?target WHERE { ?target ns1:has_evaluation_method ns1:projects_and_presentations . },university,basic,1_prop_subject_target
q165,Find the intermediate entity between Final Project Group Assignment and Faculty Mandatory Course via has prerequisite course and has course category.,SELECT ?target WHERE { ns1:final_project_group_assignment ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q166,Which has prerequisite course is associated with Software Project?,SELECT ?target WHERE { ns1:software_project ns1:has_prerequisite_course ?target . },university,basic,1_prop_object_target
q167,What has prerequisite course Calculus 2?,SELECT ?target WHERE { ?target ns1:has_prerequisite_course ns1:calculus_2 . },university,basic,1_prop_subject_target
q168,What entity serves as a connection point for Study Program Mandatory Course and Calculus 1?,SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_mandatory_course . ?hidden ns1:has_prerequisite_course ns1:calculus_1 . ?hidden ns1:has_course_code ?target . },university,advanced,3_prop_star_v1
q169,"What is the central hub connected to both Study Program Elective Course and Practicum through has course category, has evaluation method, and has research group?",SELECT ?target WHERE { ?hidden ns1:has_course_category ns1:study_program_elective_course . ?hidden ns1:has_evaluation_method ns1:practicum . ?hidden ns1:has_research_group ?target . },university,advanced,3_prop_star_v1
q170,What is related to Information Retrieval and Natural Language Processing through has research group?,SELECT ?target WHERE { ?target ns1:has_research_group ns1:information_retrieval_and_natural_language_processing . },university,basic,1_prop_subject_target
q171,Which has evaluation method is associated with System Administration?,SELECT ?target WHERE { ns1:system_administration ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q172,Which has evaluation method is associated with Individual Final Assignment?,SELECT ?target WHERE { ns1:individual_final_assignment ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
q173,What is the has course category of Integrated Personality Development Skills?,SELECT ?target WHERE { ns1:integrated_personality_development_skills ns1:has_course_category ?target . },university,basic,1_prop_object_target
q174,Which item is at the center of relationships with Research Methodology and Scientific Writing and Supervisor Evaluation?,SELECT ?target WHERE { ?hidden ns1:has_prerequisite_course ns1:research_methodology_and_scientific_writing . ?hidden ns1:has_evaluation_method ns1:supervisor_evaluation . ?hidden ns1:has_credits ?target . },university,advanced,3_prop_star_v1
q175,What connects Platform Based Programming and Faculty Mandatory Course through has prerequisite course and has course category?,SELECT ?target WHERE { ns1:platform_based_programming ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q176,What is the middle point linking Computer network to Faculty Mandatory Course?,SELECT ?target WHERE { ns1:computer_network ns1:has_prerequisite_course ?target . ?target ns1:has_course_category ns1:faculty_mandatory_course . },university,intermediate,2_prop_middle_target_v1
q177,What is the has evaluation method of Computer Assisted Teaching?,SELECT ?target WHERE { ns1:computer_assisted_teaching ns1:has_evaluation_method ?target . },university,basic,1_prop_object_target
